query_hist,current_time,生成结果
用户:晚上8点多参加评审会,2025-07-01 20:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250701 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多参加讨论会,2025-07-01 20:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加讨论会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250701 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:晚上8点多参加评审会,2025-07-01 21:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250701 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多参加讨论会,2025-07-01 21:07:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加讨论会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250701 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:晚上8左右多参加分享会,2025-07-02 20:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加分享会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""是\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点左右参加项目启动会,2025-07-02 20:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加项目启动会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250702 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:晚上8点左右参加方案评审会,2025-07-02 21:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加方案评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250702 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点左右参加技术讨论会,2025-07-02 21:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加技术讨论会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250702 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:晚上8点左右参加方案评审会,2025-07-02 19:52:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加方案评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250702 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点左右参加技术讨论会,2025-07-02 19:52:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""参加技术讨论会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250702 20:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多定一个技术评审会,2025-07-04 20:07:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多定一个技术评审会,2025-07-04 20:13:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:8点多定一个技术评审会,2025-07-04 20:25:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:8点多定一个技术评审会,2025-07-04 20:35:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多定一个技术评审会,2025-07-04 20:44:12,"{""result"":""```json\n{  \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}\n```""}"
用户:8点多定一个技术评审会,2025-07-04 20:48:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:8点多定一个技术评审会,2025-07-04 20:55:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""技术评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 08:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:两分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 09:24:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 09:24:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:五分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 09:27:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 09:27:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:三十分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 09:52:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 09:52:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:15分钟后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 09:37:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 09:37:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:半小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 09:52:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 09:52:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:一小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 10:22:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 10:22:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:3小时后提醒我给浩翔打个电话,2025-07-04 09:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""通讯\"",\n  \""content\"": \""给浩翔打电话\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""浩翔\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 12:22:33\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250704 12:22:33\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:周日上午10点提醒我和龙江一起踢足球,2025-07-04 21:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""运动\"",\n  \""content\"": \""提醒我和龙江一起踢足球\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""龙江\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250706 10:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""是\"",\n  \""repeat_freq\"": \""周\"",\n  \""repeat_value\"": \""7\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下周日上午10点提醒我和龙江一起踢足球,2025-07-04 15:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""运动\"",\n  \""content\"": \""提醒我和龙江一起踢足球\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""龙江\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250706 10:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:下周日上午10点提醒我和龙江一起踢足球,2025-07-01 07:22:33,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""待办\"",\n  \""memory_subtype\"": \""运动\"",\n  \""content\"": \""提醒我和龙江一起踢足球\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""龙江\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250706 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""20250706 10:00:00\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:明天上午10点去迪士尼,2025-07-04 08:32:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去迪士尼\"",\n  \""place\"": \""迪士尼\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250705 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:后天开评审会，帮我记一下,2025-07-04 12:46:28,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开评审会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250706 00:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:大后天我要开一个汇报会,2025-07-04 09:46:28,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""会议\"",\n  \""content\"": \""开汇报会\"",\n  \""place\"": \""\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""否\"",\n  \""start_time\"": \""20250708\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:10点多去公园,2025-07-04 09:22:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去公园\"",\n  \""place\"": \""公园\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
用户:10点去公园,2025-07-04 09:45:12,"{""result"":""{\n \""scene_id\"": 1,\n  \""memory_type\"": \""日程\"",\n  \""memory_subtype\"": \""出行\"",\n  \""content\"": \""去公园\"",\n  \""place\"": \""公园\"",\n  \""related_person\"": \""\"",\n  \""start_time_is_accurate\"": \""是\"",\n  \""start_time\"": \""20250704 10:00:00\"",\n  \""end_time\"": \""\"",\n  \""remind_time\"": \""\"",\n  \""is_need_end_time\"": \""否\"",\n  \""is_repeat_time\"": \""否\"",\n  \""repeat_freq\"": \""\"",\n  \""repeat_value\"": \""\"",\n  \""repeat_last_time\"": \""\""\n}""}"
