query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time_not_right,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_date_chinese,start_time_chinese,end_date_chinese,end_time_chinese,remind_date_chinese,remind_time_chinese
记得这周六上午10点去接孩子,`2025-06-27 13:58:28,日程,家庭,去接孩子,,孩子,是,0,`2025-06-28 10:00:00,,,否,,,,这周六,上午10点,,,,
下周天下午2点有个线上会议,`2025-06-27 13:58:28,日程,会议,线上会议,,,是,0,`2025-07-06 14:00:00,,,否,,,,下周天,下午2点,,,,
周三早上记得把垃圾带出去,`2025-06-27 13:58:28,待办,,把垃圾带出去,,,否,1,,,,否,,,,周三,早上,,,,
周二早上记得帮我预约理发店,`2025-06-27 13:58:28,待办,生活,预约理发店,,,是,0,`2025-06-27 08:00:00,,,否,,,,,周二早上,,,,
周四下班前把周报发给主管,`2025-06-27 13:58:28,待办,工作,把周报发给主管,,主管,否,1,,,,否,,,,周四,,,,,
下周一带客户参观记得准备资料,`2025-06-27 13:58:28,待办,工作,带客户参观,,客户,否,1,,,,否,,,,,,,,,
这周五晚上七点闺蜜生日聚餐,`2025-06-27 13:58:28,日程,约见,闺蜜生日聚餐,,闺蜜,是,0,`2025-06-27 19:00:00,,,否,,,,这周五,晚上七点,,,,
周六上午十点健身私教课别忘了,`2025-06-27 13:58:28,日程,运动,健身私教课,,,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午十点,,,,
下个月15号要交房租了提醒我,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月15号,,,,下个月15号,
后天记得去宠物医院给猫咪打疫苗,`2025-06-27 13:58:28,待办,健康,去宠物医院给猫咪打疫苗,,,否,1,,,,否,,,,后天,,,,后天,
大后天早上有个视频会议提前准备,`2025-06-27 13:58:28,日程,会议,视频会议,,,否,1,,,,否,,,,大后天,早上,,,,
记得提醒我每周末给妈妈打电话,`2025-06-27 13:58:28,待办,家庭,给妈妈打电话,,妈妈,否,1,,,,是,周,"6,7",,,,,,,
下周三要给同事准备生日礼物,`2025-06-27 13:58:28,待办,礼物,给同事准备生日礼物,,同事,否,1,,,,否,,,,,,,,,
明天下午3点和小王在星巴克讨论项目进度,`2025-06-27 13:58:28,日程,约见,和小王讨论项目进度,星巴克,小王,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
周五晚上7点半记得给老妈打电话祝生日快乐,`2025-06-27 13:58:28,待办,,给老妈打电话祝生日快乐,,老妈,是,0,`2025-06-27 19:30:00,,`2025-06-27 19:30:00,否,,,,周五,晚上7点半,,,周五,晚上7点半
下周二上午10点部门季度会议别迟到,`2025-06-27 13:58:28,日程,会议,部门季度会议,,,是,0,`2025-07-01 10:00:00,,,否,,,,下周二,上午10点,,,,
这周六2点要去健身房上私教课,`2025-06-27 13:58:28,日程,运动,去健身房上私教课,,,是,0,`2025-06-28 14:00:00,,,否,,,,这周六,2点,,,,
记得这周日买猫粮和猫砂  ,`2025-06-27 13:58:28,待办,购物,买猫粮和猫砂,,,否,1,,,,否,,,,这周日,,,,,
周四中午12点和张总在粤菜馆约饭,`2025-06-27 13:58:28,日程,约见,和张总在粤菜馆约饭,粤菜馆,张总,是,0,`2025-07-03 12:00:00,,,否,,,,周四,中午12点,,,,
每天早上8点提醒我吃维生素,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
下个月5号交房租别忘记,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月5号,,,,,
15号发工资后记得还信用卡,`2025-06-27 13:58:28,待办,财务,还信用卡,,,否,1,,,,否,,,,15号,,,,,
晚上9点准时看新更的电视剧,`2025-06-27 13:58:28,日程,娱乐,看新更的电视剧,,,是,0,`2025-06-27 21:00:00,,,否,,,,,晚上9点,,,,
明天早上9点要开部门例会，提前15分钟提醒我,`2025-06-27 13:58:28,日程,会议,开部门例会,,,是,0,`2025-06-28 09:00:00,,`2025-06-28 08:45:00,否,,,,明天,早上9点,,,明天,早上8点45分
后天中午12点和刘总在星巴克谈项目，帮我记一下,`2025-06-27 13:58:28,日程,约见,和刘总谈项目,星巴克,刘总,是,0,`2025-06-29 12:00:00,,,否,,,,后天,中午12点,,,,
下周三晚上7点要看牙医，提前1小时提醒我,`2025-06-27 13:58:28,日程,就医,看牙医,,,是,0,`2025-07-02 19:00:00,,`2025-07-02 18:00:00,否,,,,下周三,晚上7点,,,下周三,晚上6点
周五下午3点有个线上培训，帮我设置个提醒,`2025-06-27 13:58:28,日程,学习,线上培训,,,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,否,,,,周五,下午3点,,,周五,下午3点
大后天早上8点要交季度报告，千万别忘了提醒我,`2025-06-27 13:58:28,待办,工作,交季度报告,,,是,0,`2025-06-29 08:00:00,,`2025-06-29 08:00:00,否,,,,大后天,早上8点,,,大后天,早上8点
周六中午11点半约了王姐吃饭，帮我记着点,`2025-06-27 13:58:28,日程,约见,约王姐吃饭,,王姐,是,0,`2025-06-28 11:30:00,,,否,,,,周六,中午11点半,,,,
下个月5号要交房租，提前3天提醒我转钱,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月5号,,,,下个月5号,提前3天
每周二晚上8点有瑜伽课，设置个每周重复提醒,`2025-06-27 13:58:28,待办,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,2,,,晚上8点,,,,晚上8点
10月20号是我妈生日，当天早上9点提醒我打电话,`2025-06-27 13:58:28,待办,家庭,打电话,,我妈,是,0,`2025-10-20 09:00:00,,`2025-10-20 09:00:00,否,,,,10月20号,早上9点,,,10月20号,早上9点
下周每天早晨7点都要晨跑，设个工作日重复闹钟,`2025-06-27 13:58:28,日程,运动,晨跑,,,是,0,`2025-06-28 07:00:00,`2025-06-30 07:00:00,,是,日,1,,,早晨7点,,,,
帮我记下后天上午10点跟客户视频会议，记得提前15分钟提醒我,`2025-06-27 13:58:28,日程,会议,跟客户视频会议,,客户,是,0,`2025-06-29 10:00:00,,`2025-06-29 09:45:00,否,,,,后天,上午10点,,,后天,上午9点45分
周五晚上7点半约了张总在CBD吃日料，别忘了订位,`2025-06-27 13:58:28,日程,约见,约张总在CBD吃日料,CBD,张总,是,0,`2025-06-27 19:30:00,,,否,,,,周五,晚上7点半,,,,
下周三整个下午都要去医院体检，帮我空出来别安排其他事,`2025-06-27 13:58:28,日程,就医,去医院体检,,,否,1,,,,否,,,,下周三,下午,下周三,下午,,
这周六早上9点陪儿子去上钢琴课，记得提醒我带琴谱,`2025-06-27 13:58:28,日程,家庭,陪儿子去上钢琴课,,儿子,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,这周六,早上9点,,,这周六,早上9点
周一上班前提醒我带上要给李总监的合同文件,`2025-06-27 13:58:28,待办,工作,带上要给李总监的合同文件,,李总监,否,1,,,,否,,,,周一,,,,周一,上班前
每周三晚上8点固定有瑜伽课，帮我设置成每周重复提醒,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三,晚上8点,,,,
下个月5号是老妈生日，提前一周提醒我买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,老妈,否,1,,,,否,,,,下个月5号,,,,下个月5号提前一周,
这周五下班前要交季度报告，设个下午4点的提醒,`2025-06-27 13:58:28,待办,工作,交季度报告,,,是,0,`2025-06-27 16:00:00,,`2025-06-27 16:00:00,否,,,,,下午4点,,,这周五,下午4点
帮我记下大后天下午2点-4点要去浦东机场接客户,`2025-06-27 13:58:28,日程,约见,去浦东机场接客户,浦东机场,客户,是,0,`2025-06-29 14:00:00,`2025-06-29 16:00:00,,否,,,,大后天,下午2点,大后天,下午4点,,
每个月28号还房贷，设置个每月自动提醒,`2025-06-27 13:58:28,待办,健康,还房贷,,,否,1,,,,是,月,28,,,,,,,
帮我记一下周五晚上7点要和朋友聚餐,`2025-06-27 13:58:28,日程,约见,和朋友聚餐,,朋友,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
下周一下午三点别忘了预约牙医,`2025-06-27 13:58:28,待办,健康,预约牙医,,,是,0,`2025-06-27 15:00:00,,`2025-07-01 15:00:00,否,,,,,下周一下午3点,,,下周一,下午3点
记得提醒我周六上午去拿干洗的衣服,`2025-06-27 13:58:28,待办,生活,去拿干洗的衣服,,,否,1,,,,否,,,,周六,上午,,,周六,上午
双十一零点记得抢购那个空气炸锅,`2025-06-27 13:58:28,待办,购物,抢购空气炸锅,,,是,0,`2025-11-11 00:00:00,,`2025-11-11 00:00:00,否,,,,双十一,零点,,,双十一,零点
下个月5号是老婆生日要买礼物和订餐厅,`2025-06-27 13:58:28,日程,约见,买礼物和订餐厅,,老婆,否,1,,,,否,,,,下个月5号,,,,,
这周日记得给妈妈打电话祝她生日快乐,`2025-06-27 13:58:28,待办,家庭,给妈妈打电话祝她生日快乐,,妈妈,否,1,,,,否,,,,这周日,,,,这周日,
提醒我每天晚上8点要遛狗,`2025-06-27 13:58:28,待办,习惯,要遛狗,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,日,1,,,晚上8点,,,,晚上8点
下周二交房租记得提前取现金,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,,,,,下周二,
帮我设置每个月15号还信用卡的提醒,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,15,,每月15日,,,,每月15日,
明天下午三点记得提醒我交季度报告,`2025-06-27 13:58:28,待办,,交季度报告,,,是,0,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,,明天,下午三点,,,明天,下午三点
下周三要开部门例会，提前15分钟通知我,`2025-06-27 13:58:28,日程,会议,开部门例会,,,否,1,,,,否,,,,下周三,,,,下周三,提前15分钟
这周六记得买妈妈的生日礼物,`2025-06-27 13:58:28,待办,购物,买妈妈的生日礼物,,妈妈,否,1,,,,否,,,,这周六,,,,这周六,
周五晚上7点有线上瑜伽课，帮我记一下,`2025-06-27 13:58:28,日程,运动,线上瑜伽课,,,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
11号发工资日，设置个提醒别忘还信用卡,`2025-06-27 13:58:28,待办,健康,发工资日，别忘还信用卡,,,否,1,,,,否,,,,11号,,,,11号,
老王下个月5号结婚，记下来别忘准备红包,`2025-06-27 13:58:28,备忘,生活,老王下个月5号结婚，准备红包,,老王,否,1,,,,否,,,,,,,,,
每个月25号提醒我交水电费,`2025-06-27 13:58:28,待办,健康,交水电费,,,否,1,,,,是,月,25,,每月25日,,,,每月25日,
下个月医生预约是15号上午10点,`2025-06-27 13:58:28,日程,就医,医生预约,,医生,是,0,`2025-07-15 10:00:00,,,否,,,,下个月15号,上午10点,,,,
帮我记着这周日要给植物浇水,`2025-06-27 13:58:28,待办,健康,给植物浇水,,,否,1,,,,否,,,,这周日,,,,,
周三早上9点有个视频面试，提前测试好设备,`2025-06-27 13:58:28,日程,应酬,视频面试,,,是,0,`2025-07-02 09:00:00,,,否,,,,周三,早上9点,,,,
帮我记一下明天下午3点要去医院复查牙齿,`2025-06-27 13:58:28,日程,就医,去医院复查牙齿,,,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
周三晚上7点半记得提醒我瑜伽课,`2025-06-27 13:58:28,待办,运动,瑜伽课,,,是,0,`2025-06-27 19:30:00,,`2025-06-27 19:30:00,否,,,,,晚上7点半,,,周三,晚上7点半
周五早上9点和客户视频会议 大概1小时,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-27 09:00:00,`2025-06-27 10:00:00,,否,,,,周五,早上9点,周五,上午10点,,
下周六上午10点记得提醒我预约理发,`2025-06-27 13:58:28,待办,健康,预约理发,,,是,0,`2025-06-28 10:00:00,,`2025-07-05 10:00:00,否,,,,,上午10点,,,下周六,上午10点
这周日全天都要准备考试 帮我记录一下  ,`2025-06-27 13:58:28,日程,学习,准备考试,,,是,0,`2025-06-29 08:00:00,`2025-06-29 20:00:00,,否,,,,这周日,8点,这周日,20点,,
下个月5号上午10点要交房租 记得提醒我,`2025-06-27 13:58:28,待办,生活,交房租,,,是,0,`2025-07-05 10:00:00,,`2025-07-05 10:00:00,否,,,,下个月5号,上午10点,,,下个月5号,上午10点
每天晚上8点提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,日,1,,,晚上8点,,,,晚上8点
每周三下午4点有心理辅导 需要长期记录,`2025-06-27 13:58:28,日程,健康,心理辅导,,,是,0,`2025-06-27 16:00:00,`2025-06-27 17:00:00,,是,周,3,,,下午4点,,,,
帮我记着每个月15号还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,是,月,15,,,,,,,
下周二下午2点部门团建 地点在万象城,`2025-06-27 13:58:28,日程,应酬,部门团建,万象城,,是,0,`2025-07-01 14:00:00,,,否,,,,下周二,下午2点,,,,
后天下午三点有个部门例会要开,`2025-06-27 13:58:28,日程,会议,部门例会,,,是,0,`2025-06-29 15:00:00,,,否,,,,后天,下午三点,,,,
明天早上记得提醒我浇花,`2025-06-27 13:58:28,待办,健康,浇花,,,否,1,,,,否,,,,明天,早上,,,明天,早上
这周末约了老王吃饭别忘了,`2025-06-27 13:58:28,日程,约见,约老王吃饭,,老王,否,1,,,,否,,,,这周末,,,,,
下周三之前把报表发给领导,`2025-06-27 13:58:28,待办,工作,把报表发给领导,,领导,否,1,,,,否,,,,下周三,,,,,
周五晚上七点健身房私教课,`2025-06-27 13:58:28,日程,运动,健身房私教课,,,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上七点,,,,
帮我记着每个月15号交水电费,`2025-06-27 13:58:28,待办,缴费,交水电费,,,否,1,,,,是,月,15,,每个月15号,,,,,
下个月8号是妈妈生日要买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,妈妈,否,1,,,,否,,,,下个月8号,,,,,
这季度末之前完成客户回访,`2025-06-27 13:58:28,待办,工作,完成客户回访,,,否,1,,,,否,,,,,,,,,
每周二和周四晚上要上在线课程,`2025-06-27 13:58:28,日程,学习,上在线课程,,,否,1,,,,是,周,"2,4",,,晚上,,,,
下周一早上九点有个视频面试,`2025-06-27 13:58:28,日程,面试,视频面试,,,是,0,`2025-06-30 09:00:00,,,否,,,,下周一,早上九点,,,,
明天上午十点约了客户喝咖啡,`2025-06-27 13:58:28,日程,约见,约了客户喝咖啡,,客户,是,0,`2025-06-28 10:00:00,,,否,,,,明天,上午十点,,,,
下周一下午三点有个重要的体检别忘记,`2025-06-27 13:58:28,待办,健康,重要的体检,,,是,0,`2025-06-27 15:00:00,,`2025-06-30 15:00:00,否,,,,,下午3点,,,下周一,下午3点
记得提醒我周五交水电费,`2025-06-27 13:58:28,待办,,交水电费,,,否,1,,,,否,,,,周五,,,,周五,
帮我把下个月15号还款日记下来,`2025-06-27 13:58:28,待办,还款,还款,,,否,1,,,,否,,,,下个月15号,,,,,
这周日妈妈生日晚上要家庭聚餐,`2025-06-27 13:58:28,日程,家庭,妈妈生日晚上要家庭聚餐,,妈妈,否,1,,,,否,,,,这周日,晚上,,,,
周三早上九点部门例会提前通知我,`2025-06-27 13:58:28,日程,会议,部门例会,,,是,0,`2025-07-02 09:00:00,,,否,,,,周三,早上九点,,,,
双十一当天凌晨记得提醒我抢购,`2025-06-27 13:58:28,待办,购物,抢购,,,否,1,,,,否,,,,双十一当天,凌晨,,,双十一当天,凌晨
每月10号还房贷别忘了记,`2025-06-27 13:58:28,待办,财务,还房贷,,,否,1,,,,是,月,10,,,,,,,
后天下午四点跟健身教练约了私教课,`2025-06-27 13:58:28,日程,运动,跟健身教练约了私教课,,健身教练,是,0,`2025-06-29 16:00:00,,,否,,,,后天,下午四点,,,,
下周六闺蜜婚礼得提前空出时间,`2025-06-27 13:58:28,日程,应酬,闺蜜婚礼,,闺蜜,否,1,,,,否,,,,,,,,,
明天下午三点要和客户视频会议，记得提醒我提前测试设备,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,,明天,下午三点,,,明天,下午三点
下周三整个上午都要去医院体检，别安排其他事,`2025-06-27 13:58:28,日程,就医,去医院体检,,,否,1,,,,否,,,,下周三,上午,下周三,,,
周五晚上7点约了老王吃饭，地点还没定，先记着,`2025-06-27 13:58:28,日程,约见,约老王吃饭,,老王,是,0,`2025-06-27 19:00:00,,,否,,,,周五,晚上7点,,,,
周六上午10点健身私教课，千万别忘了带运动毛巾,`2025-06-27 13:58:28,日程,运动,健身私教课,,,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午10点,,,,
下个月8号是妈妈生日，提前一周提醒我买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,妈妈,否,1,,,,否,,,,下个月8号,,,,下个月1号,
帮我记下每个月15号交水电费，设置长期提醒,`2025-06-27 13:58:28,待办,健康,交水电费,,,否,1,,,,是,月,15,,每个月15号,,,,每个月15号,
这周末大扫除，周六周日各抽出两小时整理房间,`2025-06-27 13:58:28,日程,家庭,大扫除,,,否,1,,,,否,,,,这周末,,这周末,,,
下周二提交季度报告，提前两天提醒我开始准备,`2025-06-27 13:58:28,待办,工作,提交季度报告,,,否,1,,,,否,,,,下周二,,,,下周日,
记一下每周三晚上8点的线上瑜伽课,`2025-06-27 13:58:28,日程,运动,线上瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三,晚上8点,,,,
每天早上9点提醒我吃药，持续到月底,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 09:00:00,`2025-07-31 20:00:00,`2025-06-27 09:00:00,是,日,1,2025-07-31 20:00:00,每天早上,9点,月底,,每天早上,9点
明天下午3点有个牙医预约,`2025-06-27 13:58:28,日程,就医,牙医预约,,,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
周五晚上记得订生日蛋糕,`2025-06-27 13:58:28,待办,生活,订生日蛋糕,,,否,1,,,,否,,,,周五晚上,晚上,,,周五,晚上
下周三交水电费,`2025-06-27 13:58:28,待办,生活,交水电费,,,否,1,,,,否,,,,下周三,,,,,
月底提醒我还信用卡,`2025-06-27 13:58:28,待办,健康,提醒还信用卡,,,否,1,,,,否,,,,,,,,月底,
这周六同学聚会别忘了,`2025-06-27 13:58:28,日程,应酬,同学聚会,,同学,否,1,,,,否,,,,这周六,,,,,
下周出差要带充电器,`2025-06-27 13:58:28,备忘,行李,出差要带充电器,,,否,1,,,,否,,,,,,,,,
每天9点喝一杯水,`2025-06-27 13:58:28,待办,健康,喝一杯水,,,是,0,`2025-06-27 09:00:00,,,是,日,1,,,每天9点,,,,
每月5号交房租,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,是,月,5,,每月5号,,,,,
每周三晚上7点瑜伽课,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 19:00:00,,,是,周,3,,每周三,晚上7点,,,,
帮我记一下老妈的生日是5月20号,`2025-06-27 13:58:28,备忘,家庭,老妈的生日,,老妈,否,1,,,,否,,,,5月20号,,,,,
