query_hist,current_time,生成结果
中午12点约了王总在星巴克谈项目，记得提醒我,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""谈项目"",""place"":""星巴克"",""related_person"":""王总"",""start_date_chinese"":"""",""start_time_chinese"":""中午12点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 12:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28"",""is_stop"":true,""reply_content"":""明天中午12点提醒你，行不？""}}"
周五晚上7点健身房私教课别忘了,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""健身房私教课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上7点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 19:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下周一早上9点部门例会，帮我加进日程,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""部门例会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""早上9点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 09:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
这周六下午3点记得提醒我去接孩子放学,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""家庭"",""content"":""去接孩子放学"",""place"":"""",""related_person"":""孩子"",""start_date_chinese"":""这周六"",""start_time_chinese"":""下午3点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""这周六"",""remind_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 15:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
帮我记一下每个月5号还房贷,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""还房贷"",""place"":"""",""related_person"":"""",""start_date_chinese"":""每月5日"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""是"",""repeat_freq"":""月"",""repeat_value"":""5"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
周三2点半有个线上培训，别让我迟到,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""学习"",""content"":""线上培训"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周三"",""start_time_chinese"":""2点半"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
双十一晚上8点提醒我抢购,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""抢购"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""双十一"",""remind_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":"""",""remind_time"":""2025-11-11 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下个月15号是老婆生日，提前一天提醒我买礼物,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""家庭"",""content"":""买礼物"",""place"":"""",""related_person"":""老婆"",""start_date_chinese"":""下个月15号"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""下个月14号"",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
每周三晚上8点记得提醒我倒垃圾,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""倒垃圾"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""每周三"",""remind_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":"""",""remind_time"":""2025-06-27 20:00:00"",""is_repeat_time"":""是"",""repeat_freq"":""周"",""repeat_value"":""3"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
医生约了这周四上午10点复查，帮我记着,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""复查"",""place"":"""",""related_person"":""医生"",""start_date_chinese"":""这周四"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28"",""is_stop"":true,""reply_content"":""开始时间已经过去了，重说一下呗""}}"
明天上午10点有个部门会议别忘了提醒我,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""部门会议"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""明天"",""remind_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 10:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
记得提醒我周五晚上7点要跟客户视频通话,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""跟客户视频通话"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""周五"",""start_time_chinese"":""晚上7点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""周五"",""remind_time_chinese"":""晚上7点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 19:00:00"",""end_time"":"""",""remind_time"":""2025-06-27 19:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下周三早上9点记得叫我起床,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""叫我起床"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""早上9点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""下周三"",""remind_time_chinese"":""早上9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 09:00:00"",""end_time"":"""",""remind_time"":""2025-07-02 09:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
帮我记录下周六下午3点要去健身房,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""去健身房"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""下午3点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 15:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
双十一晚上8点有预售活动记得提醒我抢购,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""双十一晚上8点有预售活动"",""place"":"""",""related_person"":"""",""start_date_chinese"":""双十一"",""start_time_chinese"":""晚上8点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""双十一"",""remind_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-11-11 20:00:00"",""end_time"":"""",""remind_time"":""2025-11-11 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下个月5号是我妈生日要提前准备礼物,2025-06-27 13:58:28,"{""result"":{""memory_type"":""备忘"",""memory_subtype"":""家庭"",""content"":""我妈生日要提前准备礼物"",""place"":"""",""related_person"":""我妈"",""start_date_chinese"":""下个月5号"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
每周二和周四晚上8点提醒我上网课,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""学习"",""content"":""上网课"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""晚上8点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 20:00:00"",""end_time"":"""",""remind_time"":""2025-06-27 20:00:00"",""is_repeat_time"":""是"",""repeat_freq"":""周"",""repeat_value"":""2,4"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
每天早上7点半的闹钟别忘了设置,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""设置闹钟"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""早上7点半"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 07:30:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""是"",""repeat_freq"":""日"",""repeat_value"":""1"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28"",""is_stop"":true,""reply_content"":""明天早上7点半，行不？""}}"
帮我记着每个月15号还房贷,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""还房贷"",""place"":"""",""related_person"":"""",""start_date_chinese"":""每个月15号"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""是"",""repeat_freq"":""月"",""repeat_value"":""15"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
这周五中午12点和同事聚餐别迟到了,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""和同事聚餐"",""place"":"""",""related_person"":""同事"",""start_date_chinese"":""这周五"",""start_time_chinese"":""中午12点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 12:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28"",""is_stop"":true,""reply_content"":""开始时间已经过去了，重说一下呗""}}"
明天早上9点要交周报，记得提前半小时写完检查,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""交周报"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""早上9点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""明天"",""remind_time_chinese"":""早上8点半"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 09:00:00"",""end_time"":"""",""remind_time"":""2025-06-28 08:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
周三下午3点约了牙医洗牙，大概一小时,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""约了牙医洗牙"",""place"":"""",""related_person"":""牙医"",""start_date_chinese"":""周三"",""start_time_chinese"":""下午3点"",""end_date_chinese"":""周三"",""end_time_chinese"":""下午4点"",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 15:00:00"",""end_time"":""2025-07-02 16:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
这周六上午10点要去健身房上私教课,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""去健身房上私教课"",""place"":"""",""related_person"":"""",""start_date_chinese"":""这周六"",""start_time_chinese"":""上午10点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 10:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下周一团队要聚餐，晚上7点在海底捞,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""团队聚餐"",""place"":""海底捞"",""related_person"":""团队"",""start_date_chinese"":""下周一"",""start_time_chinese"":""晚上7点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 19:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
记得提醒我每天下午4点喝杯水休息下眼睛,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""健康"",""content"":""喝杯水休息下眼睛"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":""下午4点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 16:00:00"",""end_time"":"""",""remind_time"":""2025-06-27 16:00:00"",""is_repeat_time"":""是"",""repeat_freq"":""日"",""repeat_value"":""1"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
周五下班前要提交季度总结给领导,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""提交季度总结"",""place"":"""",""related_person"":""领导"",""start_date_chinese"":""周五"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
周六下午2点带儿子去上钢琴课,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""学习"",""content"":""带儿子去上钢琴课"",""place"":"""",""related_person"":""儿子"",""start_date_chinese"":""周六"",""start_time_chinese"":""下午2点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 14:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
下周三是老妈生日，晚上要视频通话,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""视频通话"",""place"":"""",""related_person"":""老妈"",""start_date_chinese"":""下周三"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
每个月10号记得还信用卡账单,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""财务"",""content"":""还信用卡账单"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""是"",""repeat_freq"":""月"",""repeat_value"":""10"",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
周四上午11点有个客户要来公司拜访,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""应酬"",""content"":""客户来公司拜访"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""周四"",""start_time_chinese"":""上午11点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 11:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
明天早上9点有个晨会别忘了,2025-06-27 13:58:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""晨会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""早上9点"",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":"""",""remind_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 09:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
后天记得提醒我买生日礼物,2025-06-27 13:58:28,"{""result"":{""memory_type"":""待办"",""memory_subtype"":"""",""content"":""买生日礼物"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":"""",""end_date_chinese"":"""",""end_time_chinese"":"""",""remind_date_chinese"":""后天"",""remind_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 13:58:28""}}"
